H,title,date,author,article_id,content,link,attachments,university,department,category
,[안내] 2024학년도 1학기 KNMaster 체험프로그램(1인1예체기) 선정 결과 안내,2024.03.28,AI융합학과,440303,2024학년도 1학기 KNU Master 체험프로그램(1인1예체기) 참여동아리 선정 결과를 공고합니다. 가. 사 업 명 : 2024학년도 1학기 KNU Master 체험프로그램(1인1예체기) 나. 선정결과 : 총 35개 동아리(붙임 참조) 다. 사전교육 : 2024. 3. 28.(목) 17:30 ~ 18:30 / 경영대학1호관 1102-2호(취업세미나실)붙임 2024학년도 1학기 KNU Master 체험프로그램(1인1예체기) 선정 공고문 1부. 끝.,https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=440303&article.offset=240&articleLimit=10,['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=440303&attachNo=481703'],강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 1학기 RC [학생 멘토링] 프로그램 운영 안내,2024.03.19,AI융합학과,439231,"1. 관련: 취업지원과-1457(2024. 3. 8.)2. 2024학년도 1학기 RC [학생 멘토링] 프로그램을 아래와 같이 운영하고자 하오니 학부(과) 학생들이 참여할 수 있도록 안내하여 주시기 바랍니다. 가. 프로그램명: 학생 멘토링 나. 신청대상: 재학생 40명 / 신입생 40명 다. 운영기간: 2024. 3. 25.(월) ~ 5. 3.(금) 라. 운영내용 - 선배/신입생 2인 1팀 매칭 후 활동비 지급(200,000원) - 기간 내 5회 이상 자유로운 멘토링 활동 진행 후 결과보고서 제출 - 우수 활동팀 선정하여 장학금(200,000원) 지급 마. 신청링크: https://m.site.naver.com/1kdNt 바. 신청기간: ~ 2024. 3. 22.(금)붙임 프로그램 홍보 안내문 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439231&article.offset=240&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
,"[등록] 2024-1학기 재학생 등록금 3차 추가, 2차 분납 및 수업연한초과자 등 납부기간 안내",2024.03.19,AI융합학과,439223,"1. 관련: 재무과-1495(2024.1.22.)「2024학년도 1학기 재학생 등록금 수납계획 알림」2. 2024학년도 1학기 재학생 등록금 3차 추가, 2차 분납 및 수업연한초과자 등 납부기간을 다음과 같이 안내합니다. 가. 납부대상 - 재학생 중 등록금 미납자 - 2차 분할납부 대상자 - 수업연한초과자, 학사학위유예자, 시간제 중 등록금 미납자 나. 추가납부 일정차수납부기간수납기관비 고수납은행신용카드추가 3차(2차 분납)2024.3.19.(화) ~ 3.21.(목) 16:00신한불가• 학교 홈페이지 일정 게시 (학사공지, 공지사항)• K-피드, SMS 알림 다. 납부방법 - 고지서: 고지서 출력 후 은행 방문하여 납부 - 인터넷뱅킹: 은행 홈페이지에서 가상계좌로 납부 - 카드결제: 카드결제 불가 라. 기타사항 - 4차 추가 납부기간(3.26.~3.28.) 이후에는 별도의 추가 납부기간이 없으니, 일시불 납부 대상자는 반드시 해당 기간 중에 등록금을 납부할 수 있도록 안내 요청. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439223&article.offset=250&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
,[장학] LINC 3.0 사업단 봉사학생 채용 안내,2024.03.19,AI융합학과,439217,"사업단의 원활한 사업 수행을 위하여 사업단에서 근무할 봉사학생을 채용하고자 합니다. 1. 채용인원: 총 3명(춘천캠퍼스 2명, 삼척캠퍼스 1명) 2. 업무분야: 행정 보조 업무 3. 지원자격: LINC 3.0 사업단 참여학과 재학생 4. 근무기간: 2024. 4. 1.(월) ~ 2025. 2. 28.(금) 5. 근무보수: 시급 9,860원(최대 80시간/월) ※고용노동부 고시 2024년/2025 최저임금 적용 6. 근 무 처 가. 춘천캠퍼스: LINC 3.0 사업단(1명), 메이커큐브(1명) 나. 삼척캠퍼스: LINC 3.0 사업단(1명) 7. 제출기한: ~ 2024. 3. 22.(금), 18:00 8. 제 출 처 가. 춘천캠퍼스: 60주년기념관 901호(LINC 3.0 사업단) 정진미(내선 6580) 나. 삼척캠퍼스: 4공학관 116호(LINC 3.0 사업단) 함혜인(내선 6453) 9. 제출서류: ① 학과 추천서(붙임문서) ② 지원서(붙임문서) ③ 수업시간표(2024-1학기) 10. 선 발: 서류심사 후 개인별 면접 실시 예정 붙임 1. 학과 추천서 1부. 2. 지원서 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439217&article.offset=250&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439217&attachNo=479423', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439217&attachNo=479424']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] LINC 3.0 사업단 3차년도 창업동아리 모집 및 운영 안내,2024.03.19,AI융합학과,439212,"LINC 3.0 사업단에서는 창업문화 확산과 다양한 예비 창업 경험을 제공하여 우수한 지역 정주형 창업 인재육성을 위해「LINC 3.0 사업단 3차년도 창업동아리」를 운영하오니, 많은 참여바랍니다. 1. 사 업 명: LINC 3.0 사업단 3차년도 창업동아리 2. 사업기간: 선정일 ~ 2024. 12. 3. 사업대상: LINC 3.0 사업단 참여학과 학부 및 대학원 재학생 4. 선발규모: LINC 3.0 사업단 배정 30개 팀 내외(학과주도형, ICC, 특화) 5. 지원사항: 동아리별 운영비 최소 500,000원 ~ 최대 3,000,000원 내외 차등 지원 (사업자등록 예정 동아리 대상 최대 5,000,000원 지원) 6. 모집기간: 공고일 ~ 2024. 4. 5.(금) 7. 신청방법: 창업중심대학사업단 일괄 모집·선발 이후 선발 학과 대상으로 접수 안내 예정구분기술·비기술 분야 창업동아리특화 창업동아리학과주도형 창업동아리ICC 창업동아리크리에이터 분야양조 분야1.공동모집신청방법창업중심대학사업단(jjiruni@kangwon.ac.kr)에서 일괄 모집 후 선정평가를 통한 선발※ [붙임2, 3] 작성 후 제출접수기간공고일 ~ 2024. 4. 5.(금)까지2.LINC 3.0배정신청방법K-Cloud → 산학협력통합정보시스템(UNI-ON)에 동아리 정보 입력※ LINC 3.0 사업단 배정 동아리 대상으로 추후 안내 예정접수기간안내일 ~ 2024년 4월 26일(금)까지문 의1. 공동모집: 창업중심대학사업단(033-250-8974) / 2. LINC 3.0 배정: LINC 3.0 사업단(033-250-6582)※ 상기 일정은 사업단 사정상 변경될 수 있으며 선발규모 미달일 경우 재모집 진행 예정※ 특화 창업동아리의 경우, 필요에 따라 LINC 3.0 사업단 자체로 상시 모집 8. 선정공고: 2024년 4월 23일(화) 안내 예정 9. 기타사항: 오리엔테이션 일정 추후 안내, 세부내용 붙임 참조붙임 1. LINC 3.0 사업단 3차년도 창업동아리 모집 및 운영 안내 1부. 2. 2024년 강원대학교 창업동아리 신청서 제출 서식 1부 3. 2024년 강원대학교 창업동아리 사업계획서 양식 1부 4. 2024년 강원대학교 창업동아리 모집 포스터 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439212&article.offset=250&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439212&attachNo=479415', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439212&attachNo=479416', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439212&attachNo=479417', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439212&attachNo=479418']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 도서관 전자책 Yes24 크레마클럽 이용 안내,2024.03.19,AI융합학과,439202,1. 도서관에서는 우리대학 구성원이 보다 많은 전자책 콘텐츠를 이용할 수 있도록 구독형 전자책인 Yes24 크레마클럽을 2024년 신규 도입하여 제공하고 있습니다.2. 도서관 홈페이지를 통해 PC와 모바일로 이용이 가능하오니 붙임 자료를 참고하시어 소속구성원의 많은 활용 바랍니다. ○ 이용방법: 도서관홈페이지 ⇒ 자료검색 ⇒ E-Book(전자책) ⇒ Yes24 크레마클럽붙임 1. Yes24 크레마클럽 이용안내 1부. 2. Yes24 크레마클럽 전자책 제공 목록 1부. 끝.,https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439202&article.offset=250&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439202&attachNo=479401', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439202&attachNo=479402']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 1학기 메이저러너 시행 공고 안내,2024.03.19,AI융합학과,439197,"학생 중심의 비교과프로그램 활동을 통해 유대관계를 강화하고 공동체 의식을 함양할 수 있도록 지원하기 위해 2024학년도 1학기 ｢메이저러너｣ 프로그램을 다음과 같이 시행하고자 합니다. 구분전공학습공동체프로젝트공동체신입·재입학생 공동체전과·편입학생 공동체부·복수전공생 공동체선발 규모60팀40팀30팀10팀10팀활동 지원금 600,000원600,000원600,000원600,000원600,000원우수활동 지원금200,000원(6팀)200,000원(4팀)200,000원(3팀)200,000원(1팀)200,000원(1팀)비교과 마일리지4점 4점 4점 4점 4점 가. 운영개요 나. 운영대상 : 2024학년도 1학기 재학 중인 강원대학교 학생(춘천․삼척․도계캠퍼스) 다. 운영기간 : 2024학년도 1학기(3월~8월) 라. 신청기간 : 2024. 3. 13.(수) ~ 3. 24.(일) 마. 신청방법 : 교육혁신본부 홈페이지를 통한 신청 접수 바. 세부내용 : [붙임] 문서 참조 붙임 1. [육성사업_학생중심] 2024학년도 1학기 메이저러너 시행 공고(문) 1부. 2. [육성사업_학생중심] 2024학년도 1학기 메이저러너 지원 서식 1부. 3. [육성사업_학생중심] 2024학년도 1학기 메이저러너 참고용 서식 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439197&article.offset=250&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439197&attachNo=479391', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439197&attachNo=479392', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439197&attachNo=479393']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 1학기 「러닝코어」프로그램 시행 공고,2024.03.19,AI융합학과,439195,학습 부진 학생의 학업적 어려움 해소 및 소속감 증진을 통해 중도탈락을 예방하고 학습역량을 회복할 수 있도록 지원하기 위한 2024학년도 1학기 ｢러닝코어｣ 프로그램을 다음과 같이 시행합니다. 1. 사 업 명: 2024학년도 1학기 ｢러닝코어｣ 프로그램 2. 운영대상: 강원대학교 학부 재학생(춘천․삼척․도계캠퍼스) 3. 운영기간: 2024학년도 1학기(2024. 3월 ~ 8월) 4. 지원규모: 총 80팀(캠퍼스 통합) 5. 지원유형 가. 단 짝 형: 지도교수(1인)+가르치미(1인)+배우미(1인) 나. 공동체형: 지도교수(1인)+가르치미(1인)+배우미(2인) 6. 지원사항 가. 활동장학금 - 최우수(수료): 가르치미 45만원 / 배우미 40만원 - 우수(수료): 가르치미 40만원 / 배우미 35만원 - 수료: 가르치미 35만원 / 배우미 30만원 나. 비교과 마일리지 부여 7. 신청기간: 2024. 3. 13.(수) ~ 3. 24.(일) 8. 신청방법: 교육혁신본부 홈페이지(https://itl.kangwon.ac.kr/) → 학생중심교육센터 → 학습지원-공동체형프로그램 → 러닝코어 → 신청하기 9. 세부사항: 붙임문서 참조붙임 1. 2024학년도 1학기 「러닝코어」 프로그램 시행 공고문 1부. 2. 2024학년도 1학기 「러닝코어」 프로그램 신청 서식 1부. 끝.,https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439195&article.offset=250&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439195&attachNo=479387', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439195&attachNo=479388']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도1학기 신입생 RC [Chat-GPT 활용교육] 프로그램 운영 안내,2024.03.19,AI융합학과,439193,2024학년도 1학기 신입생 RC [Chat-GPT 활용교육] 프로그램을 아래와 같이 운영하고자 하오니 많은 학생들의 참여 바랍니다. 가. 프로그램명: Chat-GPT 활용교육 나. 신청대상: 참여희망 재학생 100명 내외 ※신입생 외 재학생도 참여 가능 다. 운영기간: 2024. 3. 26.(화) ~ 4. 16.(화) 라. 교육시간: 매주 화요일 16:00~18:00 / 총 4주 마. 교육방법: 비대면 교육 (zoom 온라인) 바. 신청링크: https://m.site.naver.com/1k42K 사. 신청기간: ~ 2024. 3. 22.(금) 붙임 프로그램 홍보 안내문 1부. 끝.,https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=439193&article.offset=250&articleLimit=10,['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=439193&attachNo=479385'],강원대학교 IT대학,AI융합학과,학부 공지사항
,"[장학] 2024학년도 강원대학교 발전기금재단(정범구호국장학회, 백송장학회) 장학생 선발 안내",2024.03.13,AI융합학과,438545,"2024학년도 강원대학교 발전기금재단(정범구호국장학회, 백송장학회) 장학생을 선발하니 많은 학생들의 관심 바랍니다. 가. 장학생 선발 내용(단위: 천원, 명)장학 명칭장학 내역재단 추천 조건총 액1인당 장학금선발인원정범구호국장학회 장학금2,4231,211.52 국가유공자 대상자백송장학회 장학금20,0001,00020 인재양성을 위한 향토기업가의 기부금으로 고귀한 뜻을 선양할 수 있는 자합 계22,423-22※ 발전기금장학금(정범구호국장학회, 백송장학회) 중복수혜 불가(기 수혜학생포함 하나만 신청가능) 나. 추진일정 1) 신청기간: 2024. 3. 18.(월) ~ 3. 19.(화) 17:00(이후 접수 불가) 2) 제출서류: 붙임 참조 3) 신청방법: 학생과 행정실(나래관 2층) 직접 방문붙임 2024학년도 발전기금재단 장학생 선발 계획 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=438545&article.offset=250&articleLimit=10,['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=438545&attachNo=478338'],강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 여름 계절수업 학생 개설희망 교과목 수요조사 실시 안내,2024.03.13,AI융합학과,438531,"2024학년도 여름 계절수업 학생 개설희망 교과목 수요조사를 다과 같이 실시합니다. 가. 수요조사 기간: 2024. 3. 18.(월) 09:00 ~ 2024. 3. 28.(목) 18:00까지 [10일간] 나. 수요조사 참여방법 1) K-Cloud로그인→학부생서비스→교과→수업→계절수업 교과목 수요조사에 접속하여 신청 ※ 빠른경로: K-Cloud 로그인 ➜ One-Stop서비스 ➜계절수업 교과목 수요조사 2) 신청과목은 2과목까지 신청 가능 다. 학생 수요조사 결과 주관부서 안내(예정): 2024. 4. 1.(월) 라. 여름 계절수업 개설교과목 제출(예정): 2024. 4. 8.(월) ~ 4. 11.(목)까지 마. 행정사항 1) 계절수업 수요조사는 계절수업 개설교과목에 대한 수요 파악을 목적으로 함.학생 안내용 QR코드 2) 수요 조사시 학생들이 신청한 교과목이 모두 개설되는 것은 아니며, 본 수요조사 결과를 각 학과(부) 등 주관부서에 제공하여 계절수업에 해당교과목의 개설여부에 대한 참고자료로 활용붙임 2024학년도 여름 계절수업 학생 개설희망 교과목 수요조사 실시 안내문 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=438531&article.offset=250&articleLimit=10,['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=438531&attachNo=478314'],강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024-1학기 재학생 등록금 2차 추가 납부기간 알림,2024.03.13,AI융합학과,438522,"2024학년도 1학기 재학생 등록금 2차 추가 및 수업연한초과자 등 납부기간을 다음과 같이 안내합니다. 가. 납부대상 - 재학생 중 등록금 미납자 - 수업연한초과자, 학사학위유예자, 시간제 나. 추가납부 일정차수납부기간수납기관비 고수납은행신용카드추가 2차2024.3.14.(목) ~ 3.15.(금) 16:00신한, 농협농협• 학교 홈페이지 일정 게시 (학사공지, 공지사항)• K-피드, SMS 알림 다. 납부방법 - 고지서: 고지서 출력 후 은행 방문하여 납부 - 인터넷뱅킹: 은행 홈페이지에서 가상계좌로 납부 - 카드결제: 농협은행 홈페이지를 통해 카드결제. 단, 분할납부자 카드결제 불가. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=438522&article.offset=250&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
,[교육] ★필수★ 2024학년도 1학기 연구실 안전교육 실시 안내,2024.03.07,AI융합학과,437685,"「2024학년도 1학기 연구실 안전교육」을 아래와 같이 안내하오니 안전교육을 이수하여 주시기 바랍니다. 가. 교육기간: 2024. 3. 8.(금) ~ 3. 22.(금) 나. 교육대상: 프로그래밍기초, 자료구조, 웹프로그래밍, 리눅스프로그래밍, 자바프로그래밍1, 군사체육1, 객체지향프로그래밍 수강생 다. 교육방법 1) 온라인 교육: 연구실 안전관리시스템 온라인 안전교육 수강 및 교육평가(붙임3. 참조) PC에서 K-Cloud 접속 -> 로그인 -> 상단 [연구실안전관리시스템] -> 연구실안전교육 -> 교육 수강 언어 선택 후 과목 선택 하여 이수끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=437685&article.offset=260&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=437685&attachNo=476780', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=437685&attachNo=476781']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[장학]2024 IT대학 신입생가이드(멘토-멘티) 프로그램 운영계획 안내,2024.03.06,AI융합학과,437387,"IT대학에서는 2024학년도 신입생들의 학교생활 적응을 돕고 소속감을 고취시키기 위한 신입생가이드(멘토-멘티) 프로그램 운영계획이 수립되어 안내해드립니다. 가. 선발명단 제출: 2024. 3. 20.(수)까지 나. 프로그램 운영: 2024. 3. ∼ 6. 다. 프로그램 결과보고서 제출: 2024. 6. 28.(금)까지 라. 장학금 지급: 2024. 7. 예정- 멘토 1명에 신입생 5명 매칭, 매칭 후 잔여 멘티 있는 경우 멘토 1명 추가 -> AI융합학과 신입생 42명 멘토 수 9명 -> 멘토링 실시  대면(필수): (1:1), 혼합, (1:다) 모두 가능(Zoom은 대면으로 인정) ※ (1:1) 멘토링: 멘티 1명당 3회 이상 실시. 멘티가 5명인 경우 최소 15회(3회×5명) 실시 ※ (1:2), (1:3), (1:4), (1:5) 멘토링 가능: 최소 3회 이상 멘토링 실시  비대면(선택): 수시(단체 카카오톡방, 개별 카카오톡 등)  멘토를 바꿔서 반반씩 멘토링 방식도 가능",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=437387&article.offset=260&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=437387&attachNo=476213', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=437387&attachNo=476214']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 1학기 수강신청 변경 일정 알림 (~3월8일),2024.03.06,AI융합학과,437349,2024학년도 1학기 수강신청 변경 일정을 아래와 같이 알려드리니 수강신청에 참고하시기 바랍니다. 가. 일 정 구 분기 간비 고수강신청 변경2024.3.6.(수) 10:00∼19:002024.3.7.(목) 10:00∼19:002024.3.8.(금) 10:00∼20:0020:00∼09:00 시간은 교과목 수강신청은 불가하며 삭제만 가능※ 삭제된 교과목의 잔여석은 다음날 과목별 수강인원에 합산 - 과목 삭제에 유의하기 바라며 삭제한 과목은 복구가 불가능함 - 변경 기간 중에는 기 수강과목 삭제 및 잔여석이 있는 과목의 신청이 가능함 □ 요일별 적용 내역 변경일구 분1일차2일차3일차2024.3.6.(수)2024.3.7.(목)2024.3.8.(금)10:0019:0020:0009:0010:0019:0020:0009:0010:0020:00신 청●(주간)XXX●(주간)XXX●(주간)삭 제●(주간)X●(야간)X●(주간)X●(야간)X●(주간)시스템정비■■■■ ※ 시스템정비 : 수강신청 변경 시스템의 요일/시간 등 준비 시간(약 1시간) 확보.,https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=437349&article.offset=260&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 오리엔테이션 미참석 신입생 대상 에코백 등 배부 안내,2024.03.05,AI융합학과,437124,"학생과에서 지난 2024학년도 입학식·오리엔테이션 행사(2024.2.29.)에 참석한 신입생을 대상으로 학생자치활동 홍보물 및 대학생활 정보제공을 위한 에코백 등을 당일 현장 에서 배부하였습니다.행사 당일 미참석한 학부 신입생을 대상으로 에코백 등을 추가 배부하고자 하여 안내합니다. 가. 배부대상 : 2024학년도 학부 신입생 중 입학식·오리엔테이션 미참석자 나. 배부내용 : 에코백 등(학생자치활동 홍보물, 곰두리 노트, L홀더, 볼펜, 기타 홍보물) 다. 배부장소 : 나래관 2층 학생과(방문 수령) 라. 배부기간 : 2024. 3. 5.(화) ∼ 3. 8.(금) 09:00 ∼ 18:00(단, 점심시간 제외) 마. 수령방법 : 신분증(학생증 또는 모바일 K-Cloud 내 ID 카드)지참하여 학생과 방문 → 본인 확인 및 서명부 작성 → 기념품 수령. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=437124&article.offset=260&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
,[장학]2024년도 신한은행 강원장학회 신규 장학생 선발 안내(3/18~3/19),2024.03.04,AI융합학과,436967,"2024년도 신한은행 강원장학회에서 신규 장학생을 선발하오니 학생 여러분의 많은 관심 바랍니다.1. 선발인원: 2명 ※ 지원인원이 선발인원을 초과할 경우, 교외장학금 선발기준에 의거 선발 예정2. 장학금액: 연 2,000,000원(학기별 1,000,000원)3. 자격기준 가. 직전학기 12학점 이상 이수, 직전학기 평점평균 3.0이상인 자 나. 주민등록등본의 주소지가 강원도로 되어있는 학부 재학생 다. 학생 신분을 위반한 불량행위를 한 사실이 없으며 품행이 단정한 학생 라. 담당교수 및 학장의 추천을 받은 자 마. 휴학자, 초과학기자 등 지원불가 바. 교내‧외 각종 재단 등에서 지급하는 생활비 명목 장학금에 한하여 중복수혜 불가. 단, 국가근로장학금, 학부연구생 등 근로성격 장학금의 경우 제외4. 신청기간: 2024. 3. 18.(월) ~ 3. 19.(화)5. 제출장소: 나래관 2층 학생과6. 제출서류: 장학금신청서, 추천서, 주민등록등본, 성적증명서, 재학증명서, 한국장학재단 학자금 지원구간 통지서, 개인정보의 제공‧활용 동의서, 생활보호대상자 증명서(해당자에 한함)붙임 관련 공문 및 제출서류 양식 각 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=436967&article.offset=260&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436967&attachNo=475635', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436967&attachNo=475636', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436967&attachNo=475637']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024-1학기 재학생 등록금 1차 추가 납부기간 알림,2024.03.04,AI융합학과,436884,"1. 관련: 재무과-1495(2024.1.22.)「2024학년도 1학기 재학생 등록금 수납계획 알림」2. 2024학년도 1학기 재학생 등록금 1차 추가 납부기간을 아래와 같이 안내합니다. 가. 납부대상: 정규기간 납부대상 중 등록금 미납자 나. 추가 납부 일정차수납부기간수납기관비 고수납은행신용카드추가 1차2024.3.5.(화)~3.6.(수)16:00신한불가• 학교 홈페이지 일정 게시 (학사공지, 공지사항)• K-피드, SMS 알림 다. 납부 방법 - 고지서 : 고지서 출력 후 은행 방문하여 납부 - 인터넷뱅킹 : 은행 홈페이지에서 가상계좌로 납부 - 신용카드 불가. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=436884&article.offset=260&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 신입생 학생증 발급 안내,2024.02.28,AI융합학과,436491,"2024학년도 학부․대학원 신입생(복학생, 편입생 포함)에 대한 학생증 발급을 아래와 같이 알려 드립니다. 1. 발급대상 : 학부, 대학원 신학생(복학생, 편입생), 기존 재학생도 가능 2. 사용용도 : 도서관 이용, 금융 IC서비스, 건물 출입, 교통카드 등 ※ 건물출입 : 개강 초 학생증 발급기간(2∼3주) 소요 예정에 따라 신입생 및 재학생의 원활한 건물 출입을 위해〔붙임 2〕모바일 K-Cloud앱 전자출입 안내에 따라 등록 후 활용 3. 신 청 일 : 2024. 2. 28.(수)부터 (※ 신입생 학적 생성 이후부터 신청 가능함) 4. 학생증 발급 : 스마트폰 어플(신한 SOL)을 이용한 신청스마트폰 어플(신한SOL) 학생증 체크카드 신청→학생증 정보입력(계좌 개설, 사진 등록 등)→신청완료→학생증 수령(신한은행 강원대지점)※ 3. 25.(월) 이후 ※ 자세한 신청방법은〔붙임 1〕의 이용가이드 참고 ※ 외국인 유학생의 경우 온라인 웹페이지 신청만 가능(학교 홈페이지-학사안내-증명서발급-학생증발급)하며, 세부사항은 국제교류과에서 별도 안내 5. 학생증 수령 : 은행의 혼잡예방을 위해 단과대학별로 지정된 요일에 수령(2주간)월요일(3.25./4.1.)화요일(3.26./4.2.)수요일(3.27./4.3.)목요일(3.28./4.4.)금요일(3.29./4.5.)문화예술·공과대학IT대학사범대학자연과학대학경영대학농업생명과학대학간호·의과·약학·수의과대학산림환경과학대학동물생명과학대학의생명과학대학인문대학사회과학대학독립학부 6. 기타 안내 및 협조사항 가. 신입생은 다양한 대학 생활정보 및 학사정보(스마트 출결 외) 확인, 건물 전자 출입을 위해 우선적으로 강원대학교 모바일 K-Cloud앱 설치 및 활용을 권장 나. 학생증 발급 신청한 학생증은 2024. 3. 25.(월)부터 신한은행 강원대학교지점으로 방문 후 수령 하되, 단과대학별 수령 일자 및 요일을 확인하여 주시기 바랍니다. 붙임 1. 2023학년도 학생증 신청 이용가이드 1부. 2. 모바일 K-Cloud 전자 출입 이용 방법 안내자료 1부. 3. 신한카드 S20 학생증 소개 자료 1부. 끝.",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=436491&article.offset=260&articleLimit=10,"['https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436491&attachNo=474922', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436491&attachNo=474923', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436491&attachNo=474924', 'https://ai.kangwon.ac.kr/ai/community/notice.do?mode=download&articleNo=436491&attachNo=474925']",강원대학교 IT대학,AI융합학과,학부 공지사항
,[안내] 2024학년도 추가 합격(5차) 신입생 수강신청 안내,2024.02.23,AI융합학과,436266,"1. 관 련 : 학칙 제54조, 학사운영규정 제23조~26조2. 2024학년도 추가 합격 신입생(5차) 수강신청 실시와 관련하여 아래와 같이 안내하합니다. 가. 수강신청 일정 : 2024. 2. 27.(화) 09:00-18:00 구 분일 시대 상추가 수강신청 1차2024. 2. 27(화) 10:00 ~ 17:00 - 2024학년도 추가 신입생 합격자(5차)추가 수강신청 2차2024. 3. 4(월) 10:00 ~ 17:00- 2024학년도 추가모집 합격자 - 5차 충원합격자 중 1차 추가 수강신청 신청기간 중 미신청자",https://ai.kangwon.ac.kr/ai/community/notice.do?mode=view&articleNo=436266&article.offset=260&articleLimit=10,[],강원대학교 IT대학,AI융합학과,학부 공지사항
